"county_index","target_cancer","AGE65","BROAD","CROWD","HCOST","NOHSDP","POV150","REMNRTY","SNGPNT","UNEMP","No_Vehicle_10_Miles","No_Vehicle_1_Mile","No_Vehicle_Half_Mile"
"1001","6.3","15.1","14.5","1.5","21.5","10.4","21.7","26.9","7.1","2.8","0.4068094775613421","1.5282842535412582","1.9149365047369482"
"1011","5.5","16.2","40.6","0.8","23.9","22.4","46","79.6","14.5","3","0.7330034817665384","3.0602895363752975","3.967381345061389"
"1021","6.3","16.4","21.7","2.9","16.1","18.2","26.5","20.7","4.5","6.4","0.02520450014893568","1.4160346447311138","1.718488646518342"
"1029","6.4","19.2","27.2","2.1","18.1","16.9","27.3","7.6","4.5","4.5","0.0734704782260219","1.3024312049158429","1.4360138925995192"
"1049","6.3","16.9","20.1","3.3","20.9","21.8","35.4","20.4","5.8","4.3","0","1.4920755459927717","1.8169289400779085"
"17095","6.3","21.3","22.8","1.2","25.1","11.1","28.4","18.2","5","5.2","0.04535233092084128","0.6424913547119182","2.038965210982823"
"1085","5.6","19","44.2","1.7","35","15.3","41.3","75.2","13.4","8.9","2.053279051243473","4.717231613417116","4.9827418355606685"
"1093","6.5","20.8","26.8","2.8","20.2","18.7","29.9","9.1","4.3","5.9","0.02274499610085781","1.1534962308292176","1.6376397192617624"
"2180","6","7.6","20.2","31.2","22.2","12.4","36.8","85.7","9.9","18.6","5.478297513695743","10.872313527180784","12.484197218710493"
"5003","6.1","20.5","28.5","1.8","22.5","14.8","36.5","32.4","4.9","5","0.5628517823639775","1.7022834393447122","2.7684986043106212"
"5017","5.7","20.8","31.3","3.1","26.5","21.6","44.9","61.2","8.3","14.1","0.2627118644067797","3.957627118644068","5.203389830508474"
"5061","6.1","17.5","24.3","3.2","23.5","11.9","31.7","36.8","10.3","5.7","0.4713902385959823","1.5447095510914497","2.4874900282834145"
"5071","6.2","16.2","32.5","2.8","26.2","19.9","35.5","21.9","6.8","3.8","0.1644479248238058","1.311667971808927","1.609240407204385"
"5083","6.4","19.6","25.2","2.7","17.4","12.3","28.4","11.5","5.4","4.8","0.03131570706392878","0.7247349349080661","1.3778911108128664"
"5091","6.3","16.5","20.4","3.5","23.9","13.1","32.7","32.4","11.7","7.5","0.029911186783857163","1.6244075284156274","2.8599696286411116"
"5105","6.4","19.9","25.5","3.8","15.4","8.7","27.9","8.7","5.5","4.3","0.3063666826232647","2.029679272379129","2.0679751077070367"
"5135","6.5","25","39.9","2.5","23.9","17.8","35.7","8.5","5.7","5.5","0.03475440222428174","1.1642724745134383","1.5176088971269694"
"6095","5.6","15.9","7.3","5.6","27.8","11.1","14.9","63.7","6.6","6","0","0.215317024076798","0.7265135093287916"
"8023","5.4","26.3","19.8","5","21","13.1","37.2","66.9","10.3","7.7","3.887627695800227","3.887627695800227","3.887627695800227"
"8031","5.9","11.7","9.4","3.1","30.2","10","18.4","46","5.4","4.6","0","0.2802595316566638","1.6718930681587183"
"8047","6.3","17.3","7.4","1.5","27","6.3","11.1","14.6","4.6","1.9","0","2.2973718066531887","2.2973718066531887"
"8073","6.1","17.1","24.2","0.9","27.2","11.3","25.4","29.5","4.5","2.6","0.29266508139747577","0.5121638924455826","1.2255350283519297"
"8085","6.2","23.9","18.5","1.4","23.7","11.2","18.8","24.8","4.1","5.3","0.03634073069095843","0.7825370675453047","1.463320089155926"
"8095","6.2","16.7","25.4","1.2","25.7","13.2","25.8","32.4","3.5","1.1","0.13507429085997297","0.6078343088698784","1.0130571814497973"
"8103","6.3","15.7","12.7","2.4","22.3","8.5","23.2","17","4.3","7","0","0.030003000300030006","0.555055505550555"
"8111","6.2","24.8","19.9","1.5","28.5","3.4","22.5","17.2","4","6.9","3.719599427753934","3.719599427753934","3.719599427753934"
"8123","5.9","12.1","10.4","3.3","26.4","11.9","16.8","35.7","5.9","4.9","0.019380994759220803","0.362305942845842","0.8812419657866113"
"13031","6.1","11.4","16.9","2","28.5","11.8","32.1","37.2","8.4","9.1","0","0.7063816454704701","1.7673782702194625"
"13033","5.8","15.7","19.4","1.2","21.6","16.1","27","52.4","6.6","5.6","0.2058672156459084","1.7541602333161777","2.581917996225768"
"13053","5.8","3.1","17.3","2","30.8","4.9","36.8","44.7","12.1","11.7","1.1005591550545841","1.3579479897044466","1.3579479897044466"
"13087","5.9","16.1","34.6","6","25.7","15.6","33.5","50.4","10","5.7","0.14007614395517562","1.4474534875368148","2.011349759356368"
"13133","6","29.3","22.8","0.5","23.6","12.4","24.9","41.8","6.5","5.5","0.3126172314617982","2.1945729648618233","2.882330874077779"
"13139","5.9","15","9.4","5.1","26.3","19.4","21.8","40.5","6.4","3.6","0","0.7563277754279735","1.2616593575387902"
"13171","6.1","17.4","20.6","0.2","24.2","10.3","22.7","34.8","5.8","8.4","0","1.1737729977616422","2.041819075176066"
"13197","5.9","20.6","41.9","0.9","16.2","23","30.1","41.9","6.7","5.7","0","2.036147334706017","2.5509036833676504"
"13225","5.9","16","18.7","1.7","27.1","15","25.2","54.7","9.4","8.7","0","2.2783896010110127","3.0402599747246795"
"13257","6.2","19.6","20.7","1.4","23.9","16.1","23.1","18.3","6.1","5.4","0","1.7650429799426932","2.804202483285578"
"13265","5.6","28.5","46.6","1.2","25.1","17.6","32.8","65.6","10.2","5.7","4.89225393127548","5.18345952242283","5.18345952242283"
"13275","6","17.9","16.7","1.6","25.8","13.2","27.3","42.4","9.6","5.6","0.026833631484794274","1.522808586762075","2.558139534883721"
"13305","6.1","15.9","23.2","2.9","25","15.5","34.5","29.2","9.1","4.7","0.2857237781986112","1.7375992557892288","2.408717897604572"
"13313","5.9","13.9","15.5","5.5","22.2","27.7","27.5","42.8","8.7","6.6","0","0.736849287030088","1.4074211249622315"
"16017","6.5","24.9","16.9","2.7","25.5","8.1","21.4","8.7","4.2","3.7","0.10030090270812438","0.919832668737921","1.4873889962570639"
"16037","6.4","33.3","16.1","0.9","27.3","13","26.1","11.9","0","4.8","0.045787545787545784","0.11446886446886448","0.13736263736263737"
"16053","6.1","12.6","15.7","6.7","21.7","23.7","29","40.5","4.8","3.8","0.06704210244033253","0.40672208813801736","0.7464020738357021"
"16071","6.4","19.4","9.9","2.2","20.6","9.9","16.3","7.7","3.9","0.3","0","0.0699953336444237","0.2099860009332711"
"16079","6.4","22.7","19.1","0.8","21.9","11.6","30.7","9.7","3.8","6.3","0.11750881316098707","0.9870740305522914","1.3474343909126518"
"17011","6.4","21.7","17","1.5","20.4","9.4","22","13.4","5.9","5.9","0.21727943278632283","1.4666361713076792","1.8354394190634111"
"17047","6.5","21.1","18.6","1.6","15.2","7.9","21.6","4.1","5.6","8","0.19342359767891684","0.7290581758666865","0.9671179883945842"
"17059","6.5","24.3","29.7","1.1","15.3","12","25.3","4.5","8.8","8.1","1.6639828234031133","2.880658436213992","2.880658436213992"
"17067","6.5","23.1","20.7","1","13.8","6.6","20.5","4.5","4.4","4.7","0.41876046901172526","1.5337102177554438","1.764028475711893"
"17111","6.3","14.8","5.5","1.4","22.3","6.5","9.8","20.5","5.4","5.1","0","0.571317528177225","0.9667703070345899"
"17133","6.6","17.7","10.3","0.3","16.9","4.7","7.2","3.9","4.2","2.4","0","0.8799344600540098","1.2349425008344206"
"17149","6.4","20.8","22","1.2","19.8","8.9","24.8","4.6","7.4","5.9","0.41387705416920273","1.2172854534388313","1.7468046256847232"
"17165","6.5","19.8","25.1","1.9","20.7","12.2","27.5","8.6","7.5","7.4","0.09232127804760568","1.3406655159956649","2.7335126239312806"
"17175","6.4","22.5","18.1","0.2","18.6","10.4","20.1","5.8","3.1","3.6","0.667334000667334","1.3847180513847182","1.3847180513847182"
"17183","6.3","19.2","20.1","1.4","20.7","9.8","28.3","22.4","9.2","6.6","0.04655436447166922","1.3390505359877487","3.0027565084226646"
"18025","6.3","19.7","35.5","2.1","19.8","17.1","31.3","4.6","2","3.3","0.2053579762904882","1.717539438065901","1.7828806123401475"
"18037","6.3","17.3","16.5","1","18","10","15.5","11","4.9","2.2","0.08355415502876651","0.4416433908663372","0.7782472725536538"
"18053","6.3","18.8","18.4","1.9","22.9","11.7","27.8","15.6","7.1","7.4","0.0042819828435220735","0.9905653644681064","2.1224361627724413"
"18099","6.3","17.6","24.4","1.7","20.6","14.5","21.4","13.3","3.9","3.6","0.061635246859790445","1.5833882382946165","2.25287454039234"
"18115","6.4","21.8","20.3","0.8","16.6","10.7","16","4.9","4.9","1.4","0","0.5711488250652741","1.2565274151436032"
"18119","6.4","19.7","21.2","2.3","21.1","14.1","25.4","4.3","3.2","5.8","0.01853997682502897","1.0011587485515645","1.228273464658169"
"18125","6.4","20.4","26.2","1.2","15","11.8","17.8","4","3.1","3.6","0.007785130400934215","1.3156870377578824","1.4480342545737641"
"18139","6.4","17.9","22.3","1.3","19.9","10.3","23.2","4.7","4.1","6.6","0.10349586016559337","0.7992180312787488","1.6214351425942963"
"18145","6.4","16.9","17.1","2.2","18.6","10.9","16.3","8.4","4","3.3","0.054010261949770454","0.4860923575479341","1.080205238995409"
"18153","6.4","17.5","24.5","2.9","19.2","12.6","29.7","8.8","8.2","5.6","0.09778812572759023","1.019790454016298","1.6018626309662398"
"18177","6.4","18.8","18.9","1.2","25.4","11.8","26.3","12.8","7.8","4.6","0.0014510207931279656","1.8689147815488198","2.855608920875836"
"18183","6.4","17.9","13.9","0.5","17.4","7.9","15.8","6.1","5.9","5","0.0030037246185269733","0.8620689655172413","1.0332812687732789"
"19007","6.4","22.5","22.3","2.3","22.4","9.1","31.2","5.7","3.4","6.2","0.27159152634437805","1.0708465895864048","1.862341894932878"
"19043","6.4","23.4","20.6","0.9","20.8","9.1","21.6","4.4","3.9","2.4","0.05516024049864857","1.3624579403166197","1.7761597440564842"
"19055","6.4","19.5","16.6","0.7","17.5","7.8","14","4.3","2.7","2","0.028146813780680027","0.7149290700292726","1.047061472641297"
"19071","6.5","22","19.4","1.2","17.5","5.3","19.1","5.9","2.8","2.4","1.317027281279398","1.5320521435290957","1.5320521435290957"
"19079","6.4","20.7","18.4","0.4","17.5","6.5","15","11.7","3.9","3.8","0.03190199706501627","0.6699419383653417","1.2760798826006508"
"19113","6.4","15.9","10.8","1.3","21.4","5.1","16.7","15.7","6.5","3.9","0.019883915805819358","0.5529622300285003","1.4060769034115117"
"19143","6.3","21.3","14.4","0.4","14.5","11.4","16.5","12.7","5.2","4.2","0.386877127824203","0.897554936552151","1.3308573197152584"
"19161","6.5","23.3","17.9","2.1","16.9","6.4","18.4","6","5.1","3.2","0.10628019323671498","0.6376811594202898","0.8212560386473431"
"19183","6.4","18.9","14.4","0.5","18.2","8.1","16.4","9.9","4.7","2.6","0.07371913011426465","0.41006266126059715","1.0320678215997052"
"19191","6.4","21.1","17.4","0.6","20.7","4.1","13.3","5.3","5.1","2.1","0.004749240121580547","0.4939209726443769","0.7646276595744681"
"20007","6.4","22","17","4.5","20.9","8.7","26.7","11.2","3.4","2.3","0.12343139271754783","0.9668792429541248","1.7897551944044434"
"20019","6.4","24.5","29.3","3.9","18.6","12","30.5","15.6","4.9","8.2","1.4172799127827747","2.1804306350504223","2.3712183156173343"
"20033","6.4","27.9","21.4","2.4","16.2","4.2","12","5.4","5.7","3.7","0.052882072977260705","0.15864621893178213","0.21152829190904282"
"20041","6.5","19.6","17.1","0.5","19","6.7","15.1","10.6","3.9","3","0.07087172218284904","0.845398400323985","1.862913840234889"
"20063","6.4","24.8","24.8","0.4","15.8","5.7","15.9","5.9","3.5","3.3","0.5194805194805194","0.5565862708719851","0.5565862708719851"
"20113","6.4","19.5","14.6","1.3","20.6","8.3","16.1","9","5.5","1.6","0.2364633310486635","0.5791638108293352","1.2371487320082248"
"20129","6.1","19","15.6","0","24.1","12.3","18.9","29","3.9","2.2","0.37117228580266004","0.4330343334364367","0.46396535725332505"
"20135","6.4","24.4","18.9","0.2","10.3","8.5","16.4","15.5","1.8","0.7","0.0965561635017702","0.1287415513356936","0.1931123270035404"
"20147","6.5","23.4","14.3","3","16.6","9.1","21","6.9","4.1","3.7","0.3544842254519674","0.5671747607231479","0.7621410847217299"
"20161","6.4","9.4","10.2","3","34.8","3.9","31.9","23.7","6.6","4.9","0.061871616395978345","1.230401462420024","2.110665822962807"
"20169","6.3","17.5","14.4","0.9","25.1","6.7","20.1","20.4","6.9","3.6","0.017983670826889182","0.42261626443189587","1.9710103226270548"
"20203","6","18.9","12.4","3.7","23.1","13.4","18.8","28.1","5.6","5.1","0.22381378692927484","0.5371530886302597","1.432408236347359"
"21029","6.4","15.9","13.6","2.7","19.7","10.5","17.5","7.1","6.7","4.7","0.061895343048211086","0.5651313930488838","0.784456195589284"
"21045","6.4","20.4","23.9","2","19.7","25.5","40.3","5.6","4.5","9.7","0.15669069257286117","1.5230335318082104","1.654653713569414"
"21053","6.4","19.6","34.3","3","18.5","21.9","39.5","5.6","5.3","4.6","0.04867601246105919","2.112538940809969","2.774532710280374"
"21083","6.3","18.2","20.2","2.2","24.6","10.5","30.3","14.7","3.8","4.8","0.07542900245144257","1.6001724091484604","2.160502141644891"
"21105","6.3","24.2","17.3","1.3","17.9","11.3","32.9","14.1","4.1","6","0","2.4887800897592816","3.0191758465932272"
"21121","6.4","16.9","30","1.9","23.1","24","48.8","4.8","8.9","9","0.1129128375623373","2.9106420349402504","3.97390458865226"
"21129","6.3","17.8","31.4","3.6","23.2","27.1","48.4","5.8","5.3","7.5","0","3.1317357677190314","3.740332192215037"
"21149","6.5","19.4","19.9","1.2","17.1","10","20.2","4.4","3.4","6.1","0.07344454936522926","1.3849543594586087","1.5213513797083202"
"21169","6.4","18.7","19.9","2.6","17.5","18.5","30.3","5.3","4.6","3.3","0","1.1288246361025844","1.2278443410238638"
"21177","6.4","20.6","21.2","0.2","19.5","16.7","27.3","8","4.4","5.9","0.015873519794279183","1.2730562875011906","1.8762500396837996"
"21215","6.4","14.1","11.2","1.9","12.4","7.9","12.6","6.3","5","5.7","0","0.42201512220854576","0.5099349393353262"
"22079","6.1","16","17","2.1","26.2","13","29.4","39.4","10.8","6.3","0.2362988458586918","2.4648021092141352","3.3454142068032793"
"23003","6.5","24.1","25.5","1.5","23.5","9.6","25.8","6.6","5","6.2","0.279671629330736","1.814387087797412","2.412689578405454"
"23011","6.4","19.9","13.8","1.3","23.4","6.2","20.7","6.1","5.4","4.2","0.017191836333718104","0.9725667411646242","1.9140244451539488"
"23017","6.4","21.8","17.8","1.6","25.6","8.2","25","5.9","2.7","5.7","0.06397731399028236","1.5752252174364119","2.069752563415351"
"23025","6.2","21.4","19.2","1.5","24","9","30","4.8","3.7","4.8","0.019146817798881825","2.042965459140691","2.8605345791529446"
"24005","6.2","17.1","11.1","1.8","27.2","8.4","15.1","44.6","7.4","5.3","0","0.5085531080246799","1.5204421207186325"
"24015","6.5","15.8","10.9","2.3","24.2","9.2","17.2","16.2","5.7","5.4","0","1.0216797879495194","1.7229101554773112"
"24017","5.8","12.4","9.8","1.9","21.8","6.3","10.2","63","8.4","4.9","0.0027294252512777123","0.5800028658965138","0.934145792249797"
"24039","6.1","16.6","20.5","2.3","33.3","16.8","30.3","48.5","8.4","9.6","0.3286739705326785","1.7718171514922554","2.9542878730638455"
"24045","6.3","15.7","14.7","2.1","29.5","12.2","23.4","38.5","8","8","0","1.2174247718594593","1.9770492135354947"
"26003","6.4","25.6","20.5","1.8","24.1","8.4","21.4","17.4","2.8","7.1","0.2291427976252474","1.8435579627122174","2.1351942505988957"
"26011","6.5","25.1","20.6","0.8","19.6","11.2","23.7","6.1","4.2","7.7","0","1.7611170513868797","2.1762374992137867"
"26057","6.4","17.2","19.3","1.1","21.5","8.2","24.4","15.2","6","5.4","0.014125623881721443","1.7986627742725303","2.2506827384876167"
"26067","6.4","14.9","16.1","1.5","19.6","8.5","17.8","12.4","6.1","5","0","1.292543619435099","1.585165480009389"
"26087","6.5","18.3","14","1.2","20.6","8.3","17.6","9.1","4.4","5.6","0","1.143581788743079","1.6508339088984252"
"26163","6.1","15.4","16.7","2.2","30.2","12.4","30.1","50.9","9","9.2","0","0.45847925720538024","2.6353082307655127"
"27011","6.4","25.7","16.3","0.5","18.4","8.1","21.5","4.8","2.6","2.4","0.7211994685898653","1.5183146707155057","2.2205352059214274"
"27027","6.5","13","13.8","2.1","26.5","5.1","20.3","14.3","5","4","0.04915337548094035","0.5372972423261412","1.9254563636671809"
"27039","6.4","14.7","12.2","2.2","16","4.1","8.5","9.1","4.8","2.7","0.039826753621745405","0.6422064021506446","0.990690496340917"
"27073","6.4","26.9","18.3","1","16.7","6","15","5.7","3.6","2.4","0.12398401983744317","0.5097120815539331","1.1020801763328283"
"27109","6.4","15.3","10.6","2.2","20.5","5","13.2","21.7","5.1","3.2","0","0.43813432421939996","1.6048749376074538"
"27121","6.5","24.4","17.9","0.5","19.5","5.4","15.4","5.2","3.6","1.2","0.10914051841746249","0.6730331969076854","0.9367894497498863"
"27153","6.3","21.3","26.6","4","19.1","12.2","23.2","11.3","3.9","3.8","0.6306487246435027","1.5264109258887326","1.839726852781683"
"28009","6.1","18.6","41.7","2.1","20.2","25.6","26.4","39.6","4.2","4","0.43533050750372326","1.099782334746248","1.1799747966548286"
"28019","6.1","21.7","27.2","0.9","23.6","18.3","30.1","32.7","4.3","9.7","0.3627003627003627","1.9188019188019187","2.492102492102492"
"28047","6.2","15","15.5","2.3","30.4","11","27.3","37.2","10.4","9.1","0.029395259346356322","1.1293124181609258","1.8850378129927046"
"28079","6","16.3","30.8","3.4","20.1","18.9","36","53.7","9.6","7.7","0.5377021634110482","2.75992438563327","2.8859483301827344"
"28087","6","15.8","17.2","1.5","27.3","12.9","29.4","49.2","9.1","8.1","0.013382626005787986","1.6828652202278391","2.296793188243363"
"28121","6.4","15.4","11.6","1.2","19.6","10.2","16","27.2","6.9","4.4","0.05013522387848916","0.5338342148188424","0.7477915786946483"
"28153","6","17.1","22.3","1.6","20.9","19","33.1","42.8","8.6","7.1","0.8724152889574396","2.0774087819925775","2.390707090181713"
"28161","6","20.4","33.5","1.5","20","14.7","33.8","42","6.3","4.7","0.07098911500236631","1.7116264395014986","2.51616974286165"
"29035","6.5","20.3","20.9","0.6","23.6","13","28.5","6.8","4.2","1.8","2.6975259377494014","3.7031125299281724","3.7031125299281724"
"29047","6.4","14.2","10.4","1.7","23.2","6.4","14.8","20.4","7.1","4.2","0","0.4645420588540094","1.2102424540076329"
"29055","6.4","19.6","25.9","1.8","28.5","18.9","28.1","6.2","5.1","7.7","0.024295432458697763","0.6924198250728864","1.1094914156138647"
"29061","6.4","20.4","21.7","3.6","18.8","12.8","25.1","4.4","4.2","2.1","0.41503616743744814","2.110755365824736","2.371635242499704"
"29077","6.5","16.4","19","2.8","27.9","7.1","25.4","13.5","4.8","4","0","0.6915624295900049","1.6425970476861913"
"29091","6.4","19.5","21.3","2","22.9","14.2","35.8","6.6","5.1","5.2","0.2400990099009901","1.8267326732673266","2.353960396039604"
"29115","6.4","21","26.2","1.3","15","10.1","24","5.6","5.5","3","0.2664367996238539","0.8228195282501372","1.214638351226393"
"29121","6.4","21.8","27.7","1.5","21.3","9.7","21.1","7.1","5.1","3.7","0.16060644995503018","1.6253372735449054","2.1457021713992037"
"29141","6.4","23.2","30","2.8","24.2","20.9","30.1","6.6","4.5","4.6","0.07293946024799416","2.227084852905422","2.8786773644541697"
"29167","6.5","17.5","20.5","2.6","23.5","10.8","26.6","7.3","5.7","3.4","0.06102065067283296","1.1497575232039052","1.698943379259402"
"29179","6.5","23.3","26","1.8","21.3","22.2","27.3","7.1","4.7","12.6","1.015531660692951","1.9265232974910396","2.1505376344086025"
"29217","6.4","19.4","16.4","1.7","19.7","10.7","32.6","6.5","5.2","4.3","0.34500685287584476","1.9424358429037287","3.0199914929817098"
"29227","6.5","25.3","20.4","0.3","12.6","8.6","24.8","4","8.6","2.5","0.2763703362505758","0.6909258406264395","0.8291110087517274"
"30003","6.1","12.7","25.6","11.6","21.4","10.6","42.5","73.8","5.2","13.5","0.24096385542168677","0.6762534006995725","0.9094442285270112"
"30025","6.4","17.6","18.3","0.8","18.5","4.5","15.6","7","2.9","0","0.03460207612456747","0.13840830449826988","0.4152249134948097"
"30047","6.4","22.1","19.6","2.5","26.1","7.7","27.7","35.5","7.2","6.1","0.02782995895081055","0.720100187852223","1.0227509914422876"
"30059","6.4","32","24.5","0","22.5","3.6","18.9","8.4","0","1.2","1.3749338974087784","1.3749338974087784","1.3749338974087784"
"30083","6.3","16.1","17.3","1.3","23.4","4.6","14.7","11.6","5.9","4.2","0.08208495793145906","1.1081469320746973","1.6211779191463165"
"30101","6.2","18","14","2.6","16.5","10.5","22.9","13.3","1.6","3","1.7280240420736288","2.0848985725018783","3.0991735537190084"
"30109","6.3","23.2","25.4","3.1","12.8","7.4","20.1","10.6","2.1","0","1.376597836774828","1.376597836774828","1.376597836774828"
"31021","6.2","23.9","23.3","0.6","17.8","8.9","19.4","7.9","5.7","4.2","0","0.4957713619130942","0.699912510936133"
"31027","6.3","21.3","19.8","0.6","14.1","5.7","11.2","4.1","3.6","2.2","0.2033438770899232","0.5422503389064619","0.6439222774514234"
"31035","6.2","20.1","16.4","0.9","16.3","7","17.8","11.4","4.9","3","0.07642922653622745","0.3515744420666463","0.5197187404463467"
"31045","6.4","18","13.3","0.6","20.4","5.1","21.4","15.5","7.7","2.3","0.27227183620126333","0.7079067741232846","1.611849270311479"
"31055","6.1","13.1","10.8","2.1","26.7","8.8","18.5","31.7","7.1","4.1","0","0.21059349074664963","1.4654522248651156"
"31063","6.3","24.9","27","1.4","14.9","5.8","15.5","6.3","3","5.1","0.18142235123367198","0.4716981132075472","0.7982583454281567"
"31073","6.3","27.6","18.2","0","16.5","6","15.7","6.7","0.8","1.8","0.831702544031311","1.467710371819961","1.467710371819961"
"31085","6.2","21.4","16.7","2","14.4","6.6","22.2","7.3","0.6","0.5","0.7238883143743536","0.7238883143743536","0.7238883143743536"
"31127","6.3","20","20.6","1.1","19.6","9.2","21.9","9.5","3.3","5.6","0.01379690949227373","0.510485651214128","0.6760485651214128"
"31137","6.2","20.4","18.2","2.5","20.7","8","18","8.8","3.5","0.7","0.2285589899869395","0.5768393556813235","1.2080975185023946"
"31139","6.3","19.1","15.5","1","20.4","5.6","15.2","4.2","5.1","2.9","0.3853564547206166","0.5917974126066612","0.7431874483897605"
"31149","6.3","24.5","22.7","0","11.1","4.1","19.8","2","3","1.3","0.1310615989515072","0.19659239842726078","0.327653997378768"
"32005","6.3","29","8.4","2.2","25.6","5.8","13.3","21.2","4.1","3.8","0.08936740643019768","0.6894057067472392","0.8426069749132924"
"32017","6.3","20.2","25.2","2.7","21.2","13.2","14.1","15.6","8.4","4","1.047708138447147","1.1786716557530403","1.197380729653882"
"32029","6.3","34.5","14.2","0.2","29.5","6","17.3","18.2","3.4","5.3","0","0.399002493765586","0.399002493765586"
"35003","6","42.3","40.2","0","14.5","5.2","45.5","19.9","2.9","7.1","0","0","0"
"35017","5.6","27.8","19.3","2.3","23.7","12.8","35.5","54.5","4.9","9.6","0.29138713830724405","1.5280883648438028","2.0939215287660096"
"35061","5.5","17.9","25.7","3","23.2","15.2","28.1","68.7","5.4","8.5","0.00783606942757513","0.9638365395917408","1.1440661364259688"
"36007","6.4","19","14.7","1.9","27.6","9.4","27.1","17.6","6.2","7.5","0","0.8444666001994018","2.939680957128614"
"36023","6.4","16.2","19.3","2","23","9.9","21.1","8.6","5.7","5.9","0.060807523917626075","0.8634668396302901","1.313442516620723"
"36043","6.4","20.7","15.3","1.2","20","9.1","23","6.8","5.3","5.4","0.032548551589454265","1.2554441327360932","2.076907577612796"
"37149","6.4","30.5","18.9","1.8","19.4","7.3","18.3","13.9","3.6","3.8","0","1.8235007313505607","2.384202827888835"
"38069","6.5","23.4","17.6","0.6","18.1","6.9","18","8","6.5","0.8","0.022951572182694516","0.06885471654808355","1.0557723204039475"
"38103","6.4","25.1","18.9","2","19.5","8.5","15.9","3.8","4","1.4","0.2614689802709769","0.2614689802709769","0.4040884240551462"
"39019","6.4","21.2","23.3","1.4","18","10.3","20","4.7","4.3","3.6","0.017339436815092247","1.4010264946594535","1.7339436815092246"
"39083","6.6","17.9","14.7","1.6","20.5","8.3","20.9","5.6","6.4","3","0.050885573119285626","1.3689860639188458","2.3456607737890054"
"39111","6.4","23.1","25.4","2","16.7","10.2","25.5","3.7","3.1","5.5","0.17074170195328509","2.1581751126895234","2.561125529299276"
"39115","6.4","21.5","25.7","1.7","22.5","15.3","31.4","8.7","4.6","4.1","0.06642752756742394","1.8201142553474159","2.059253354590142"
"39121","6.3","27.6","26.8","1","18.9","15","24.9","6.8","4.4","4.8","0.19801980198019803","1.3178559235233869","1.8982587913963809"
"40019","6.3","16.7","25.8","1.9","19.6","12.8","26.5","32.2","7.1","4.5","0.06728767584162162","0.9420274617827028","1.7431713522720105"
"40037","6.5","17.7","16.1","3.4","18.6","10.2","22.8","25.6","6.1","4","0.0028584904312032814","0.8561178841453828","1.170551831577744"
"40053","6.4","21","28.2","0.9","9.5","9.1","22.7","14.4","4","3.1","0.11044842058758561","0.17671747294013695","0.19880715705765406"
"40069","6.4","19.2","29.4","5.7","17","12.8","33.5","32.3","6.9","6.3","0.5202153874235649","1.1408232180341336","1.5606461622706946"
"40077","6.4","21.1","26.1","3.7","19.4","13.6","31.8","37.8","6","8.9","0.3048233817464586","1.5599784830554062","2.0082481620943162"
"40093","6.4","20.5","13.5","2","13.2","10.5","19.8","16.4","4.1","1.8","0.09299853859439351","0.8502723528630265","1.1956954962136308"
"40105","6.4","19.6","33.6","2.5","22.9","10.9","27.6","34.9","5.9","5.4","0.047456340167046314","0.8731966590736523","1.4996203492786635"
"40117","6.4","18.9","33.1","3","16.4","11.2","24.6","24.8","5.4","3.9","0.012064909211558183","0.6153103697894674","0.9470953731073173"
"41005","6.3","18.1","9.3","2.6","26.6","5.7","12.9","20.1","5.2","4.9","0.004255409689567864","0.41756207578884663","1.1787484840102982"
"41013","6.4","24.7","14.5","1.5","26.2","9.2","19.1","12.7","6.4","3.9","0.014300695967203736","0.39088568977023547","0.6530651158356373"
"41029","6.4","21.9","12.7","3.8","31.9","9.1","23.2","20.8","4.8","5.6","0.026081907030304222","0.4812850014271232","1.4699369113116738"
"41037","6.3","25.2","31.7","3.7","26","13.9","29.7","17.6","4.3","6.3","1.0766307789740341","1.3806206459784673","1.773274224192527"
"41063","6.5","29.3","19.4","2.9","16.8","6","14.9","8.6","5.2","5.2","0.44235159817351594","1.1843607305936072","1.6552511415525113"
"42049","6.4","18.1","15.2","1.3","25.7","8.3","24.8","16.9","7.8","5.9","0","2.4293749064391266","3.6996642501229657"
"46037","6.4","25.6","23.7","0.4","17.1","8","26","14.8","2","2.2","0.3502626970227671","0.4903677758318739","0.8231173380035026"
"47069","5.9","18.1","27.5","0.7","25.8","17.9","33.6","46.2","8.7","12.2","0.17612739881847872","1.4567203610611676","1.9300627453858292"
"47081","6.3","17.2","28.4","1.7","19.6","18.1","22.8","10.2","5.1","3.6","0.11745646010530579","1.8104495747266098","1.91575536654516"
"47089","6.4","19.6","21.6","2","20.8","13.6","22.8","8.9","5.3","6","0","0.9570681035656623","1.1866088275915732"
"47133","6.4","20","31","0.5","20.1","18.6","29.8","4.3","6","3.5","0.004528370239550786","1.8656885386949238","2.2506000090567406"
"47151","6.4","16.7","31.7","0.3","21.2","20.1","37.5","3.1","11.2","9.9","0.013496490912362786","1.4891128306640273","1.7050566852618319"
"47175","6.4","23.3","25.1","3.2","14.4","19.1","33.9","4.7","4.2","3.9","0.05407354001441961","2.0908435472242246","2.4693583273251623"
"48001","5.9","14.5","22.1","5.2","26","17.9","26.2","42.7","7.7","4","0.10948031065038148","1.0092716138082043","1.3445550651749973"
