"county_index","target_cancer","AGE65","BROAD","CROWD","HCOST","NOHSDP","POV150","REMNRTY","SNGPNT","UNEMP","No_Vehicle_10_Miles","No_Vehicle_1_Mile","No_Vehicle_Half_Mile"
"51740","5.8","14.8","15.3","2.1","38.7","9.8","26.4","63.5","9.3","6.3","0","0.6468833411838593","2.935049981682106"
"18079","6.4","16.3","16.2","3.2","17","11.1","20.7","5.5","5.4","4.2","0.05258545135845749","1.1814198071866784","1.4653812445223489"
"10003","5.9","15.7","9.2","1.5","25.9","7.6","16.6","44.5","6.8","5.9","0","0.5968663587623659","1.4968086034924297"
"51760","5.8","13.2","18.8","1.8","38.8","12.3","29.5","58.6","7.3","6","0","1.1752377408013164","4.453171672852988"
"13247","5.6","14.5","13.4","3.2","30.3","10.6","25.7","71.5","10","6.1","0","0.728744939271255","1.2380449451387667"
"19181","6.5","15.7","11.5","1.8","18.5","4.2","10.3","6.5","6.2","3","0.04542996214169821","0.5040562466197945","1.05137912385073"
"1079","6.3","18.1","31.5","1","17.5","16.8","26.9","23.8","4.1","3","0.16307988001980256","1.7065144587786483","2.064707766679286"
"17107","6.4","18.1","17.5","1.4","18.4","9.7","17.4","14.3","5.1","5.6","0.16168949018313808","0.82824616399934","1.9204751691140074"
"21099","6.3","16.1","23.3","3.2","21.8","22","34.2","8.6","6.6","5","0.5275015110720369","3.8353755700862684","4.236496510797297"
"35009","5.6","12.4","14.8","3","29.4","19.3","31.6","54.3","9.6","8.2","0.0330742516950554","0.4671738051926575","0.938481891847197"
"13095","5.6","15.9","21.6","1.5","36.5","16.4","39.1","75.8","14.4","9.9","0.0010574736953418284","3.09416803257019","4.428699836091577"
"51073","6.4","19.3","14.4","0.7","20.6","10.6","11.9","16.4","3.1","3.3","0","0.7379673340930055","1.15036084432145"
"49049","6.4","7.6","10.1","4.3","24.1","4.9","16.5","18.7","4.3","3.6","0.00019358685467821995","0.18371392508963072","0.4599623667154506"
"56037","6.3","12.7","11.6","2.2","17.1","7.3","16.8","21.7","5.8","6.7","0.041090261607998904","0.6483130164817605","0.849198739898644"
"4003","6","22.5","15.5","2.4","23.1","11.3","25.7","46.1","6.2","7.1","0.23373380232363378","1.148873966470239","1.6894309685867859"
"17041","6.4","18.1","22.4","3.3","21.8","16.1","19.8","10.7","5.6","3.3","0.09009009009009009","2.6226226226226226","3.3933933933933935"
"8115","6.2","23.5","19.4","0.1","29.1","11.3","26.3","24.1","6.3","4.3","0.33627574611181166","0.7145859604875998","0.9667927700714587"
"22017","5.9","17.2","23.8","2.1","31.8","13.5","35.3","56.1","9.8","8.6","0.014903772615494434","2.1618314383317188","3.6302452455004333"
"46033","6.4","30.4","16.6","2.8","23.3","7.1","21.9","11.6","3.8","4.3","0.04868549172346641","0.6572541382667966","0.9250243427458618"
"8051","6.4","14.3","11.3","2.1","27.6","2","19.3","14.4","3.1","4.2","0.01957713390759593","0.6134168624380057","0.8613938919342208"
"31071","6.3","26.2","25.1","0","20.2","3.3","15.7","3.4","3.5","0","0.04880429477794046","0.14641288433382138","0.19521717911176184"
"55037","6.5","26.9","19.9","2","19.2","8.3","19.3","3.7","3.7","7","0.24869997739091115","1.4017635089305902","1.6278543974677822"
"51159","6","20.8","25","0.1","22.8","22.2","27.8","39.8","1.6","2.7","0.2701534471579857","1.9342986816511778","2.2260644045818028"
"6043","6.3","28.2","19.1","2.3","30.9","9.1","22.4","22.1","6.6","9.7","0.2246452249191825","0.9204975069859185","1.2876006794148265"
"29175","6.3","16.1","17.1","0.7","22.3","11","25.7","12.1","7.6","4.8","0","0.9561658928149839","1.833635004328323"
"17007","6.2","16","11.6","2.1","24.2","12.9","16.1","28.2","7.1","8.2","0","0.26770054463214255","0.9600295393704421"
"51103","6.2","35.7","26.2","1","22.5","10.1","20.4","32.9","2.9","11.7","0.13168290755859888","2.545869546132912","2.853129663769643"
"27123","6.1","14.5","10.2","4.4","28.1","9","21","39.8","6","4.8","0","0.5880386914123938","2.0075102233406734"
"28075","6","17.1","19.8","1.5","29.9","15.4","35","48.5","11.7","4.7","0.181906529946051","2.3423580568395606","2.9566040791916373"
"40131","6.4","16.3","13.8","2.6","19.4","8.1","16.3","29.7","5.8","5.2","0","0.6029572521719119","0.9170933778263621"
"37157","6.2","20.4","25.1","1.8","24","16.2","27.7","28.5","6.3","6.7","0","1.6648334632594002","2.4144890701921127"
"26151","6.4","21.7","21.5","1.9","21","10","25.7","6.6","4.5","6.7","0.1484436609917892","1.3313540845201095","1.9483230505172335"
"19147","6.5","21.5","19.2","1.2","17.1","6.5","16.4","8.1","2.7","2.8","0.38212503980469165","0.8385521706825179","1.3905105615115168"
"39043","6.4","21.9","18.4","0.8","22.1","8.1","19.9","18.4","6.9","5.6","0","0.9821092645208163","2.15103984223978"
"22123","6.2","18.8","43.1","2","14.8","19.3","34","22.1","9.1","5.1","0.0517063081695967","1.0858324715615306","1.3185108583247156"
"20003","6.4","20.8","28.8","1","19.1","14.4","21.4","6.9","7.1","6","0.4566773636139225","1.271291039249568","2.357442606763762"
"31025","6.3","17.5","13.4","1.8","22.1","5.7","15.1","7.7","3.7","2.8","0.055465314369478234","0.6338893070797512","1.1370389445743039"
"40097","6.4","18.4","18.1","3","20.1","11.9","28.2","36.9","7.4","6.1","0.021813422525994327","1.0955185535277152","1.4469570275576238"
"13181","6","24.1","48.9","0.4","24.9","16.5","29.9","33","8.1","4.5","0.0750375187593797","1.500750375187594","2.0260130065032516"
"51007","6.1","19.3","22.8","5.9","27.5","14.5","20.5","26.7","4.3","4.3","0.1182033096926714","1.284475965327029","1.284475965327029"
"40101","6.3","16.5","28","3.6","25.2","13.7","32.6","45.7","9","6.1","0.04507677137625018","0.8832229891534019","2.1707282715875476"
"36097","6.4","21.3","18.5","2.5","22.5","9.2","25.4","5.6","2.8","5.7","0.010903341874284468","1.9189881698740665","2.1588616911083247"
"28139","6.2","16.3","31.2","3.1","21.7","22.1","36.5","23.2","6.3","6.5","0.008996041741633681","1.385390428211587","1.9026628283555236"
"13217","5.8","13.1","8.7","1.5","28.5","11","22.4","56.3","8.2","5.8","0.01100462194121531","1.1194701774745393","1.5986714420056423"
"50011","6.3","16.2","15.3","1","28.3","8.3","16.4","6.8","5.3","3.6","0","0.6492690487161228","1.2252335274159092"
"21173","6.5","16.4","15.5","1.8","23.3","14.6","28.6","7.2","8.6","6.8","0","1.2906147401788746","2.0076229291671384"
"48217","6.1","20.2","16.3","3.7","21.4","14.6","22.3","30.5","6.4","5.5","0.008549687936390323","0.9433155689817322","1.4021488215680127"
"17071","6.4","25.7","18.7","1.4","13.2","7.5","15.7","5","3.1","7.3","0.013640703860319191","0.8184422316191516","0.9002864547810667"
"48437","5.7","18.3","23.9","3.3","21.9","27.1","42.3","56","4.4","6.2","0.4456327985739751","0.7766743060860708","1.6934046345811051"
"18121","6.4","19.2","25.6","4.1","19.3","15.1","29.7","5.9","3.6","6.4","0.16148566814695195","2.04164023300075","2.3415421881308034"
"27049","6.5","19.6","12.3","0.8","22.4","5.6","13.5","9.1","4.8","3.7","0","0.8401359807721456","1.2363856830435442"
"48163","5","12.2","33.9","3.3","21.4","34.5","32.8","84.8","9","5.1","0.029041064064587327","0.6040541325434164","1.0919440088284835"
"48173","5.8","11.7","16.8","13.3","5.3","24.5","20.8","48.6","14.9","0","0","0","0"
"54069","6.3","21.7","18.9","0.7","23.4","7","23.8","8.6","5.6","5.4","0","1.0822851742681636","4.21213689444907"
"56027","6.4","21.8","25.7","1.1","24.1","7.8","30.4","12.6","2.4","4.9","0.040257648953301126","0.12077294685990338","0.322061191626409"
"19137","6.5","21.4","19","0.9","17.6","7.8","25.1","7.5","4.8","4.1","0.12104283054003724","0.3910614525139665","1.3407821229050279"
"55015","6.5","15.2","9.9","1.1","17.8","5.2","11.7","10.1","5.2","2.3","0","0.5758510138653489","1.0577688836250025"
"29147","6.5","15","15.5","1.1","25","6","29.6","7.9","4.5","2.4","0.3808301240907146","0.8900299529311083","1.3949507916131794"
"16001","6.3","14.7","8.9","1.9","24","5","15","16.6","5.5","3.5","0.00025486473054426364","0.2859582276706638","0.8344271278019191"
"44005","6.3","22.5","9.5","0.7","23.9","5.6","13","15.5","5.1","6.1","0","0.5211852137824534","1.7879548306148056"
"39171","6.5","18.8","15.8","0.4","19.1","8.3","19.3","8.1","5","3.4","0.0026566069815631478","1.461133839859731","1.838372031241698"
"13299","6.1","16.9","31.9","2.3","26.7","18.2","36.1","37.5","9.2","4.5","0.15146508041418816","1.476096056400088","2.3656091650143205"
"45053","5.8","20.1","25.3","3.8","30.8","11.2","30.6","55.8","6.2","7.5","0.2502320700649796","1.3843483876175484","1.7798764983654194"
"48203","6.1","17.2","25.1","3.3","23.7","11.9","26.5","37.5","7.9","6.6","0.030473404336365438","1.0452377687373344","1.6882266002346453"
"19053","6.4","20.1","20","1.7","24.9","10.1","26.3","8.7","3.4","4.2","0.23649048125812935","1.6317843206810925","2.8378857750975524"
"4012","6","39.6","28.7","8.4","21.2","16","29.7","43.9","6.7","7.7","1.9376250671091806","2.781980574942652","2.947923275904144"
"17027","6.4","17","14.7","2.1","16.9","8.7","15.1","9.1","4.5","3.4","0.0026481648217785074","1.0301361156718394","1.5465282559186484"
"39135","6.5","19.1","16.3","1","18.6","8.6","16.5","4.3","4.7","3.1","0","0.9604920747575112","1.3768630234208659"
"55051","6.5","30.6","17.6","1","26.1","4.3","23.3","5","2.9","5.1","0.10141987829614604","1.2170385395537524","1.6734279918864097"
"30063","6.3","15.8","9.3","1.8","30.5","3.7","20.2","12.2","4.5","4.7","0.02927748652778159","0.3870117750391129","1.1015654306077822"
"38005","6.5","13.4","31.2","8.8","16.1","13.4","40.8","62.3","13.2","3.3","0.8708708708708709","2.7177177177177176","2.7177177177177176"
"49005","6.4","9.5","9.3","3.7","25.6","5.8","25.1","16.8","5.8","2.6","0.0026629740093736683","0.1686550205936657","0.5902925720778299"
"42045","6.3","16.4","10","1.7","27.6","6.6","15.8","34.9","7.4","6.6","0","0.3404421275217852","1.9147409831138558"
"42033","6.4","20.5","21.7","1.2","21.1","11.4","24.6","7.9","5.1","6.4","0.04654467063521227","1.3461208691604811","2.1373802699590896"
"35047","5.1","21.9","32.7","3.5","26.8","15.3","37.1","83.4","9","7.2","0.49671690538563606","1.0308576872044364","2.129758786105535"
"31153","6.1","11.8","6.6","1.2","20.2","4.5","10.2","20.6","6.2","2.8","0","0.36514731805590533","0.7649206748929741"
"16085","6.4","27.3","8.1","1.7","27","9.5","22.2","6","2.3","0.7","0.040559724193875484","1.024133035895356","1.6832285540458327"
"5057","6","17.8","22.5","2.9","19.5","16.2","33.2","46.3","8.5","4.8","0.22999690388783225","1.4374806492989518","2.560927064443363"
"19019","6.4","17.7","15.5","1.5","18.5","6.2","13.7","4.4","4.7","2.5","0.0524859242294112","1.6604637847122818","2.061265387918694"
"37037","6.2","24.5","17.7","1.5","21.3","10.5","19.4","28.9","4.5","3.4","0.01889614990945595","1.2030548775686953","1.6203448547358477"
"6053","5.5","13.7","9.5","14.2","31.7","27","21.8","71.2","5.7","5.5","0.008432576730424978","0.19684043396449163","0.539925841510925"
"22097","6","16.1","31.9","4.3","24.5","21.8","39.3","46.2","10.1","6.5","0.15950302216252518","1.4019476158495634","2.645591480379929"
"18057","6.4","12.5","4.4","0.9","16.9","2.8","7.4","17.8","5.6","3","0.00036420717560977387","0.40208472187319033","0.6970925341171071"
"47035","6.5","30.9","15.5","1.4","18.4","11.4","27.6","6","4.6","6","0.03389649082118709","1.5217740352880311","1.8982034859864771"
"17051","6.4","19.2","22.4","2","20.3","13.6","26","8","6.6","4.2","0.23035230352303526","1.0162601626016259","1.3233965672990062"
"2220","6.2","15.8","14.9","1.8","24","5.2","12.8","38.6","4","5.4","0.11259993244004053","1.3061592163044702","2.128138723116766"
"36067","6.5","17.1","15","1.7","25.4","8.7","21.7","24","6.7","5.9","0.012847250474277663","1.132913370990052","2.5675230072843913"
"13193","5.5","17.3","38.2","0.9","26.3","27.4","39.2","67.4","8.9","9.3","0.020352781546811395","2.2455902306648574","4.090909090909091"
"19117","6.3","21.3","23.9","0.3","19.9","7.2","25.3","4.2","4.3","3.9","0.17981568891885816","1.539671836367723","2.3376039559451565"
"18005","6.3","16","12.1","1.9","17.9","8.4","19","19.9","6.4","3.8","0.015626220798499884","0.8021460009896607","1.4011511315988228"
"13269","5.9","20.6","33.6","0.2","33","23.8","41.2","42.4","11.3","6.8","0.011228385358185494","1.2912643161913318","2.088479676622502"
"1133","6.5","21.5","23.7","1.6","18.8","20.7","30.7","6.7","5.6","4.9","0.07760169906877962","1.9359581767685021","2.507760169906878"
"54083","6.2","22.1","24.1","0.6","18.4","11.5","25.4","8.2","4.3","8.6","0.21765005951368815","1.5575582383948308","2.5335827240265263"
"6107","5.5","11.3","16.6","10","34.7","27.4","33.4","73","9.5","10.2","0.010403026828501579","0.31548309621216747","0.9073248616510509"
"8013","6.2","14.7","6.7","1.5","28","4.5","16.1","23.3","5","4.6","0.0010184440212243735","0.1982571027983447","0.9237287272505067"
"46097","6.4","22.2","24","1.8","19.1","10.9","14.5","6.8","5.3","2.3","0","0.9627459187944746","1.0046044370029301"
"51590","5.9","20.3","27.5","1.8","33.4","15.8","37.4","59.1","9.6","6","0","0.7594936708860759","3.8369527348739982"
"36019","6.3","17","15.8","1.6","22.8","12.5","21.5","10.3","4.9","4.3","0.12663159945451005","1.4720923436586792","2.2647574517825833"
"27021","6.4","25.8","16.5","2.6","22.5","6.4","23","19.4","4.2","6.7","0.35005425841005355","1.5927468757657437","1.8762908250778871"
"49015","6.5","17.1","16.5","3.2","12.7","5.8","23.1","9.5","5.1","4.2","0.1184402332361516","0.40998542274052474","0.8108600583090378"
"48139","6","12.7","9.2","3.6","22.1","12.6","14.4","42.1","7.5","4","0","0.5480917050999264","0.789385736247577"
"21071","6.4","18.3","24.1","1.3","26.6","22.9","39.9","3.1","4.2","9.1","0","3.087374211046615","3.5284276697675594"
"20013","6.4","19.9","20.2","1.5","20.2","6.5","23.1","18.7","3.3","5.4","0.01001602564102564","0.921474358974359","1.141826923076923"
"54027","6.3","22.7","23.1","1.6","20.5","12.9","25","5.3","2.4","6.9","0.4131196795192789","1.927891837756635","2.1073276581538973"
"22071","5.7","15.2","20.1","1.2","39.7","11.8","34.8","69.4","8.5","8.4","0","1.0449962045086365","3.078565217011945"
"20151","6.3","19.8","18.4","2.1","18.6","7.2","20.1","12.4","7.1","2.9","0.11391880695940347","0.46603148301574154","1.1806130903065453"
"51109","6.3","19.7","17.3","1.9","23.1","10.8","18.8","23.2","2.9","6.2","0.02714686453714596","1.70120351099448","1.864084698217356"
"17061","6.4","19.3","22.2","0.8","17","9.3","23.2","4.1","5.9","3.4","0","0.5905228287483797","1.1738441595851938"
"20053","6.3","20.9","16.3","1.6","19.4","8.3","20.2","15.2","3.6","3.8","0.646452208711713","1.6930891180544867","2.385716484531322"
"27059","6.4","16.1","12.1","1.4","23.5","8","14.5","7.1","4.7","4.5","0.1639517664480643","1.033953881954728","1.3274804315633595"
"29145","6.4","18","16.9","2.7","20.8","10.8","25.3","16.9","3.8","4.7","0","0.9963175826823141","1.4041366968372508"
"18143","6.4","16.8","20.8","2.8","25.3","19","28.1","5.5","7.5","4.6","0","1.2571853934907573","1.703817046441421"
"48037","6.1","16.4","25.4","3.4","25.8","10.2","26.3","37.4","9.9","4.1","0.019445794846864366","1.011181332036947","2.001836547291093"
"28117","6.4","17.4","23","1.5","18.7","16.2","32.3","18.7","7.6","4.1","0.003956322202880203","1.3253679379648677","2.0414622566861844"
"42089","6","17.5","10.5","1.7","27.6","10.3","18","36.5","5.6","6.3","0","0.9873882785176811","1.3960033442846882"
"48247","4.8","12.9","40.1","8.9","21.5","27.2","39.7","93.3","5.1","4.3","0.1509433962264151","1.849056603773585","3.8301886792452833"
"20109","6.4","20.7","11.1","0.8","16.7","7.5","20.9","10","4.8","0.8","0.07256894049346879","0.18142235123367198","0.5805515239477503"
"21057","6.4","21.3","28","2.2","25.6","20.4","38.1","8.6","5.8","3.8","0.05834305717619603","2.3774795799299886","2.8879813302217037"
"42015","6.4","21.3","17.4","1.7","22.3","9.8","22.6","4.8","4.7","5.2","0.08303790999968062","1.4164351186483983","2.2787518763373895"
"48281","6.2","20.2","15.5","2.4","24.1","8.6","20.2","29","5.6","6.7","0.2541037759821111","0.9655943487320221","1.6211820907658687"
"26123","6.4","19.4","21.3","2.7","23","10.2","24.9","10.7","5.6","4.9","0.022699133305819234","1.277342137845646","1.5476681799422205"
"42067","6.4","20.2","22.3","3.6","17.5","17","18.7","6.7","2.5","2.8","0.12177301509985387","2.6830654327001136","2.7886020457866536"
"48059","6.4","20.3","18","1.4","15.8","10.4","17.5","15.6","2.7","4.5","0.06645008860011813","0.8121677495569993","1.0262847017129355"
"17145","6.3","18.6","17.4","1","18.9","16.4","27.3","14.5","8","4.7","0.02237136465324385","1.2125279642058167","2.0492170022371368"
"5087","6.3","19.1","20.9","2.8","16.7","15.1","29.2","16.9","5.5","5.1","0.5471782146720112","1.49519628427817","1.6542597187758479"
"51630","6.2","11","11.7","2.3","31.1","8.9","19.3","42","7.1","5","0","0.4941118339784238","2.0464465123939717"
"6023","6.4","18.1","12.1","4.5","38.5","9","30.2","27.9","6.1","9.4","0.07873840279892738","0.7688136499706588","1.487115871730685"
"22127","6.1","17.8","25.1","0.7","17.9","18.2","32.9","35.4","7","5.1","0.22203356625089796","1.6717821458891138","2.1746228694573237"
"27133","6.4","19.8","14.5","1.3","17.6","5.6","17.4","7.2","4.7","2.2","0.17549292866728605","0.40260142458965625","0.5884174667079591"
"47065","6.3","17.5","13.6","1.3","25.6","9.5","20.6","29.7","6.2","4.6","0","1.3222850655198344","2.3440913265351613"
"53041","6.3","20.7","16.3","3","26.6","10.7","23","18.1","5.3","7.1","0.056987608508382484","1.0377045921410113","1.7030017891458484"
"4021","6.1","20.4","11","4.1","23.1","12.4","20.7","44.6","5.4","6.4","0.09420656252494877","0.7967639779652447","1.2393219256460069"
"45025","6","18.5","25.8","2.8","19.5","20","31.9","40.2","8.9","8.2","0.23109513416356398","2.6383361150340225","3.4279111567595324"
"51043","6.4","20.9","14.9","0.4","25.3","8.3","11.1","15","4.4","3.7","0.007125552230297848","0.790936297563061","1.3609804759868889"
"13151","5.8","11.7","10.7","1.1","27.1","7.6","15.8","60.7","9","6.3","0","0.362393464167672","0.6492678573179941"
"20087","6.4","18.7","13","0.4","20.4","5.1","11.4","7","2.8","3.7","0.020913939140437102","0.5908187807173482","0.7319878699152985"
"21135","6.4","18.4","23","0.9","23.1","22.8","47.4","2.6","8.5","8","0.0072098053352559486","2.4080749819754868","3.237202595529921"
"37123","6.1","20.3","27.3","3.1","18.8","17.7","27.6","37.5","5.6","3.4","0.03597381106554429","1.2626807684006043","1.8634434131951938"
"48373","6.1","18.5","19.4","5.7","22.7","19.6","26.1","29","6.6","9.5","0.28405963050227906","1.7153678462114372","1.9685992997599808"
"51191","6.5","23.2","20.5","1.1","18.3","12.1","20.8","5.1","3.8","4.8","0.003644580508783439","1.1644434725563086","1.534368394197828"
"35045","5.8","14.9","33.3","6.6","24.8","14.1","37","63.4","7.9","8.2","0.41985789425117653","1.1772938390083356","1.5387099750853557"
"21237","6.4","19","35.2","6.3","26.6","34.1","55.2","3","4","27","0.28552005438477224","7.219578518014956","8.171312032630864"
"48109","5.1","21.7","48.3","3.9","9.5","36.3","40.8","88","8.8","12.5","0","1.0425354462051708","2.126772310258549"
"31067","6.2","20.7","17.7","1.3","20.9","9.1","21.7","6.2","5.7","2.1","0.03137465824032988","0.5378512841199408","0.9681323114158934"
"20047","6.2","21.7","18.5","0.2","14.7","12.7","22.2","25.1","4.1","2.4","0.19756338491932832","0.49390846229832075","0.6256173855778729"
"17179","6.5","18.7","14.2","1","19.5","6.8","15.9","6.7","5","4.3","0.014771703325110418","1.2267899611504203","1.8582802782988905"
"13271","5.7","17.3","40.8","4.2","17.3","29.6","43","51.2","7.5","1.6","0.03636363636363636","0.7090909090909091","1.309090909090909"
"22115","6.2","12.3","15.7","1.4","22","12","28.1","30.4","6.4","6.7","0.3898039515420186","1.7311881377307294","2.2738563839951085"
"48493","5.8","15.8","12.9","6.3","15.5","10.7","17.6","44.6","3.9","3.9","0.03262034577566522","0.8248287431846777","1.0624912624073815"
"20189","6","15.6","18.4","2.7","23.6","26.1","20.6","40.8","5","6.8","0.2620545073375262","0.7337526205450734","1.397624039133473"
"39063","6.4","17.2","12","0.9","19.6","6.6","18.1","11.8","5.6","3.7","0","0.9654729747800272","2.0044930598272312"
"46111","6.4","18.6","21.7","0","19.8","8.3","17.5","5.7","5.6","1.7","0.8492569002123143","0.8492569002123143","0.8492569002123143"
"24011","6.4","16.4","15.6","3.1","29.3","15.1","24.6","25.6","9.4","5.1","0.0030242545212605092","1.3790600616947921","2.07766285610597"
"5037","6.1","18.5","22.2","5.9","23.3","18.2","30.7","27.9","12.1","8.2","0.9177392277560157","1.7515388919977615","2.473419138220481"
"36025","6.4","24.6","18.3","1.1","23.3","9.9","25.5","8.8","4.6","4.7","0.03126302626094206","1.6090037515631515","2.280116715298041"
"27163","6.4","15.1","6.6","1.3","18.4","3.7","7.9","19.2","5.3","3.3","0","0.5139920045688178","0.9544965901837605"
"47021","6.4","15","16.1","2.1","17.1","12.7","18.1","9","6.5","4.4","0.002557217747091165","0.8464390742871756","0.9998721391126455"
"37071","6.1","16","15.9","2.2","26.5","13.3","23.9","29.6","7.1","5.3","0","0.8904049765631824","1.7846918276835884"
"13023","6.1","17.3","29.7","1.5","20.7","12.4","30.4","32.2","14.7","7.7","0.015310418739952538","1.8678710862742098","2.1587690423333075"
"53017","6.2","17.4","15.9","4.4","20.7","17.9","17.4","37.6","8","3.9","0.12489916994093311","0.8847024537482762","1.1162863313470894"
"46007","6.5","11.8","32.2","8.8","20.3","11.8","45","67.7","11.4","10.6","0.34975225881667155","0.6120664529291752","0.6703584960652871"
"28145","6.3","16.5","25.7","2.6","17.8","21.7","27","22.6","7.3","5.2","0.08476450210068548","1.4078278174983416","1.7800545441143951"
"45067","5.7","19.9","42","5","23.7","19.6","41.3","61.8","10.7","7.2","0.009073861230415583","2.6616659609219044","4.288911741576432"
"46079","6.4","22.4","10.5","1.3","21.4","8.7","17.9","7.4","3.7","2.4","0.08035714285714285","0.24107142857142855","0.8571428571428572"
"29223","6.4","23.8","25","6.1","17.7","18.2","35.1","7","2.2","9.9","1.2277198432068634","3.0101323866577916","3.268988980105022"
"31089","6.2","21.5","21.2","0.7","22.5","6.4","21","7.2","2.8","1.2","0.16291327264015332","0.44082414949688553","0.9103977000479155"
"41007","6.5","22.5","12.5","2","29.3","7.9","19.7","17.1","3.5","4.8","0.04589756742892627","1.144739328815573","2.1436863846216148"
"20141","6.5","24.6","18.9","1.9","12.7","5.9","21.5","6.9","6.4","2.7","0.15552099533437014","0.38880248833592534","0.8553654743390358"
"40079","6.4","17.7","26.9","2.4","22.3","15.8","34.6","30.1","7.3","5.5","0.19252143537630992","1.4885677993013655","1.8100984439504604"
"24041","6.3","29.1","11.8","1.1","23.9","8.3","15.4","23.1","6.1","3.6","0","0.8654915038907416","1.712455666719602"
"18141","6.3","15.7","15.9","1.7","23.8","9","23","28.7","6.8","4.8","0.032218063844214426","0.6290015022608839","1.7686218535876312"
"19075","6.4","20.5","14.9","0.7","15.5","4.6","10.6","4","3.6","2.7","0","0.42560025696619286","0.7949891592387376"
"51029","6","19.4","34.9","1.9","23.2","19.2","28.7","38.8","6.3","7","0.3382713169252304","1.9888020529569579","2.0296279015513825"
"39015","6.6","18.1","22.2","1.3","22.3","13.3","24.4","4","5.1","4.5","0.015608972929581234","1.6478615707086475","2.00909780136467"
"48483","6.1","19.7","20.8","4.1","20.3","18.6","30.2","30.9","8.1","3.8","0.055452865064695","0.4066543438077634","1.1829944547134934"
"17081","6.4","19","16.8","1.6","21","10.1","23.8","15.7","8.4","6.8","0.1390784763180261","1.2414041775053442","2.2304066757668632"
"21101","6.4","17.8","18.2","1","25.8","11.5","24","14.8","7.7","3.2","0.015135135135135135","0.4216216216216216","1.7535135135135136"
"48053","6.2","22.7","13.8","3.5","22.4","11.4","20.5","27.6","3.9","3.7","0.08654970760233918","0.9380116959064327","1.2584795321637425"
"17199","6.5","18.8","17.9","0.7","23.8","7.3","22.9","11","6.5","4.7","0.016577000165770003","1.6938680169386802","2.5242250252422505"
"26027","6.4","20.9","15.3","1.8","20.2","10.9","19.2","15","5","5.6","0","0.9121679765934256","1.1148719713919646"
"47105","6.4","26.4","15.7","2.2","17.4","12.7","18.7","13.4","3.3","3.3","0","0.8876348957904276","1.6661174726089463"
"21145","6.4","19.8","12.6","2.8","23.7","7.6","27.2","17.4","7.4","3.9","0","1.7128040875467094","2.8017997407153206"
"8065","5.9","11","18.4","0.1","19.9","11.7","11.8","38.6","7.5","2.7","0","0.5882352941176471","1.1627906976744187"
"29089","6.5","19.5","17.7","0.9","16.9","12.1","19.2","12","4.6","4.4","0.03943217665615142","0.6900630914826498","0.887223974763407"
"48193","6.3","24.6","23.1","3.2","21.2","13.1","30.4","16.6","5.7","3.7","0.04696489374192791","0.516613831161207","1.2563109075965715"
"19157","6.4","20.4","18.9","0.8","25.3","5.8","20.2","8.6","4.2","5.5","0.010574177857671566","0.28550280215713225","0.9833985407634557"
"55123","6.4","19.4","22.9","2.2","23.1","9.6","23.4","4.6","4.3","2.2","0.3593860208914117","2.4552446847815137","3.049743055788802"
"39085","6.5","20","10.4","0.8","21.2","7","13.5","13.3","5.2","4.8","0","0.5120826287487883","1.155880908185932"
"18165","6.5","19.9","14.7","3","17.7","8.6","26.4","3.8","8.5","7.5","0.0308413520848754","0.845053047125586","1.381692573402418"
"30089","6.3","31.3","22.4","1.2","29.6","9","31.4","10.5","2","5.3","0.192762639095768","0.7097169893980548","0.8761938140716727"
"40015","6.2","16.5","23.6","3.3","15.7","14.3","32.1","44.4","6.7","6.9","0.20945945945945946","1.2466216216216215","2.084459459459459"
"13137","6.2","18.3","19.4","2.1","22","19.5","23.6","24.3","3.7","2.4","0.009293464371180967","1.1407727515624637","1.5891824074719456"
"19187","6.3","18.7","19.5","1.9","22.2","8.5","23.5","14.6","5.1","3.1","0.01052271591297714","0.9207376423854998","1.8151684949885565"
"39041","6.6","13.8","4.5","0.8","15.2","2.8","7.2","17","4.7","2.8","0","0.5280861469227502","0.7582628261792967"
"46015","6.4","18.2","21.9","0.4","16.8","12","24.4","17.6","3.8","3.4","0.6470028544243578","1.065651760228354","2.0361560418648903"
"21043","6.5","18.8","34","0.6","19.1","20.5","40.3","4","5.8","5.2","0.010822510822510822","1.3636363636363635","1.6847041847041846"
"22125","5.8","15","24.1","0","19.5","17.4","18.9","47.7","9","9.5","0.0832","0.8","0.9984"
"6073","5.6","14.1","7","6.9","31.1","11.7","17.8","55.9","5.6","6.6","0.0026814735698780707","0.1672528755573346","0.6546026201550538"
"17025","6.5","20.4","16.7","1.9","19","11.6","25.4","4.4","4.8","5.6","0.07962359753890698","0.7528049221860297","1.4621787911690192"
"51660","6.1","9","19.1","3.3","32","16.6","37.8","35.7","7.4","5.3","0","0.12061986343378174","0.8320726172465961"
"13013","6.1","12.4","9.6","2.4","23.8","12.3","19.9","31.8","7.9","4","0","0.5535773494601179","0.8707310392549772"
"20195","6.5","26.8","11.1","0","16.9","5.3","15.2","4.8","1.9","2","0","0","0.09996667777407531"
"8121","6.3","20.7","16.4","2.8","22.1","8.6","22.3","14.1","6.1","3.1","0.47777316161196515","0.6231823847112589","0.9763190693809721"
"42087","6.4","21.2","20.3","1.8","22.5","14.7","25.6","4.8","4.7","4.1","0.03213229938734416","2.2428344972366223","3.395312968596033"
